order_id,created_at,Cancelled at,lineitem_name,lineitem_quantity,lineitem_price,lineitem_discount,Financial Status,Fulfillment Status,Subtotal,total_discount,Shipping,Taxes,total,Currency,customer_email,Billing Name,Shipping Province,Shipping Country,AOV_sub,AOV_Tot,last28,,
#6407,7/2/25 13:00,,Repair Eye Gel G,1,45,0,paid,fulfilled,311,0,6.99,19.85,337.84,USD,jyjlxove173@hotmail.com,Customer 2173,ON,Canada,311,337.84,FALSE,,
#10425,9/15/24 11:39,,Premium Tee 02,1,28,0,paid,unfulfilled,28,0,0,1.8,29.8,USD,admitrk173@yahoo.com,Customer 2173,TX,United States,28,29.8,FALSE,,
#7357,12/14/24 12:24,,Leggings 01,1,49,9.53,paid,fulfilled,70,12.2,0,4.16,61.96,USD,vovvuemx173@brand.com,Customer 2173,FL,United States,57.8,61.96,FALSE,,
#7012,3/16/25 11:31,,Shorts 01,1,35,6.11,paid,fulfilled,129,25.93,9.99,7.55,120.61,USD,jklnnbu820@hotmail.com,Customer 1820,FL,United States,103.07,120.61,FALSE,,
#10104,4/24/25 8:58,,Radiance Serum A,1,39,11.2,paid,unfulfilled,64,16.36,0,9.39,57.03,USD,zwgwxsajy937@gmail.com,Customer 937,ENG,United Kingdom,47.64,57.03,FALSE,,
#3754,11/5/24 16:17,,Clarifying Toner X,1,25,0,paid,fulfilled,25,0,4.99,2.78,32.77,USD,byvmjh173@yahoo.com,Customer 2173,QC,Canada,25,32.77,FALSE,,
#8133,12/28/24 14:11,,Hydra Cream B,1,49,0,paid,fulfilled,74,0,0,4.48,78.48,USD,vvoyyprly471@gmail.com,Customer 1471,TX,United States,74,78.48,FALSE,,
#7385,4/19/25 13:02,,Premium Tee 02,2,28,6.91,paid,fulfilled,56,6.91,0,3.17,52.26,USD,ymyixozlsd471@gmail.com,Customer 1471,ON,Canada,49.09,52.26,FALSE,,
#8765,7/14/25 22:56,,Hydra Cream B,1,49,0,paid,unfulfilled,77,0,4.99,6.37,88.36,USD,yjnaoxkel173@brand.com,Customer 2173,NY,United States,77,88.36,FALSE,,
#11789,7/17/25 20:47,,Repair Eye Gel G,1,45,6.4,paid,unfulfilled,113,17.57,0,11.41,106.84,USD,euuubg173@brand.com,Customer 2173,ENG,United Kingdom,95.43,106.84,FALSE,,
#7241,2/27/25 17:19,,Foam Cleanser F,3,21,0,paid,partial,63,0,4.99,5.66,73.65,USD,ysvrdtqa937@brand.com,Customer 937,NY,United States,63,73.65,FALSE,,
#6458,5/8/25 7:59,,Socks 3-Pack,1,14,0,paid,fulfilled,251,0,0,15.68,266.68,USD,segifycp471@yahoo.com,Customer 1471,BC,Canada,251,266.68,FALSE,,
#10446,7/2/25 10:24,,Glow Oil L,1,35,0,paid,partial,70,0,0,9.85,79.85,USD,dytlcb173@yahoo.com,Customer 2173,NSW,Australia,70,79.85,FALSE,,
#5623,12/17/24 5:44,,Shorts 01,1,35,0,paid,fulfilled,35,0,4.99,2.59,42.58,USD,ozghbex173@yahoo.com,Customer 2173,QC,Canada,35,42.58,FALSE,,
#4329,12/20/24 11:29,,Classic Tee 01,3,22,0,paid,partial,66,0,0,6.11,72.11,USD,gzhxjlu471@gmail.com,Customer 1471,CA,United States,66,72.11,FALSE,,
#6799,9/26/24 5:03,,Foam Cleanser F,1,21,0,paid,fulfilled,21,0,6.99,2.37,30.36,USD,vwlqqnygm937@brand.com,Customer 937,NY,United States,21,30.36,FALSE,,
#5195,7/23/25 4:41,,Socks 3-Pack,3,14,0,paid,fulfilled,42,0,9.99,4.52,56.51,USD,ulwyoja937@gmail.com,Customer 937,QC,Canada,42,56.51,FALSE,,
#10267,9/26/24 19:30,,Hoodie 01,1,55,11.13,paid,fulfilled,125,24.18,6.99,7.49,115.3,USD,pgupyo173@hotmail.com,Customer 2173,FL,United States,100.82,115.3,FALSE,,
#3484,9/10/24 8:45,,Shorts 01,1,35,0,refunded,fulfilled,145,0,0,21.46,0,USD,zhbrsnehw173@yahoo.com,Customer 2173,NSW,Australia,145,0,FALSE,,
#12117,10/30/24 22:29,,Starter Kit C,1,79,5.58,paid,partial,79,5.58,4.99,7.45,85.86,USD,gdcijqtexy173@yahoo.com,Customer 2173,CA,United States,73.42,85.86,FALSE,,
#9445,2/11/25 1:11,,Shorts 01,2,35,0,paid,fulfilled,70,0,0,4.22,74.22,USD,jxvrpuj173@yahoo.com,Customer 2173,QC,Canada,70,74.22,FALSE,,
#7779,8/23/25 18:12,,Classic Tee 01,3,22,22.25,paid,fulfilled,88,28.38,0,4.3,63.92,USD,jhjreuf173@hotmail.com,Customer 2173,NY,United States,59.62,63.92,TRUE,,
#8376,4/20/25 1:28,,Cap 01,1,19,0,paid,unfulfilled,136,0,0,10.04,146.04,USD,pjetepct173@hotmail.com,Customer 2173,WA,United States,136,146.04,FALSE,,
#12094,2/26/25 13:03,,Glow Oil L,3,35,0,paid,fulfilled,105,0,0,6.6,111.6,USD,bycjzlc173@hotmail.com,Customer 2173,WA,United States,105,111.6,FALSE,,
#12390,3/30/25 12:33,,Repair Eye Gel G,2,45,17.61,paid,unfulfilled,178,37.67,0,9.03,149.36,USD,ifbyqlcuv937@brand.com,Customer 937,FL,United States,140.33,149.36,FALSE,,
#8937,11/29/24 13:29,,Glow Oil L,1,35,0,paid,fulfilled,84,0,4.99,6.99,95.98,USD,fbqdtv173@gmail.com,Customer 2173,FL,United States,84,95.98,FALSE,,
#11830,4/23/25 1:30,,Glow Oil L,1,35,0,paid,fulfilled,224,0,0,17.58,241.58,USD,bwgdbvtb173@brand.com,Customer 2173,FL,United States,224,241.58,FALSE,,
#5014,2/16/25 1:57,,Light Jacket 01,2,79,0,paid,fulfilled,158,0,4.99,10.69,173.68,USD,jmgyvqrkug820@hotmail.com,Customer 1820,CA,United States,158,173.68,FALSE,,
#7754,9/16/24 15:31,,Radiance Serum A,1,39,0,paid,fulfilled,140,0,0,9.49,149.49,USD,xjhcbpkf173@yahoo.com,Customer 2173,IL,United States,140,149.49,FALSE,,
#5179,10/12/24 17:41,,Light Jacket 01,3,79,0,paid,fulfilled,237,0,4.99,15.22,257.21,USD,myjrqyhqo173@yahoo.com,Customer 2173,NY,United States,237,257.21,FALSE,,
#10673,10/24/24 16:37,,Starter Kit C,1,79,11.4,paid,fulfilled,93,13.09,0,7.47,87.38,USD,vvdblljg173@yahoo.com,Customer 2173,WA,United States,79.91,87.38,FALSE,,
#11680,8/24/25 23:28,,Hydra Cream B,1,49,0.45,paid,fulfilled,133,1.11,0,11.27,143.16,USD,cuoucxyl173@hotmail.com,Customer 2173,QC,Canada,131.89,143.16,TRUE,,
#9756,5/20/25 0:09,,Premium Tee 02,1,28,0,paid,unfulfilled,99,0,0,6.9,105.9,USD,dvwcswj173@gmail.com,Customer 2173,FL,United States,99,105.9,FALSE,,
#5586,9/14/24 5:42,,Starter Kit C,1,79,0,paid,fulfilled,243,0,0,17.36,260.36,USD,txuvjk173@gmail.com,Customer 2173,TX,United States,243,260.36,FALSE,,
#4426,7/7/25 9:10,,Hoodie 01,1,55,0,paid,fulfilled,55,0,9.99,5,69.99,USD,yknsveecx173@brand.com,Customer 2173,NY,United States,55,69.99,FALSE,,
#10013,3/5/25 16:34,,Foam Cleanser F,2,21,0,paid,fulfilled,42,0,6.99,6.25,55.24,USD,afqrzs173@yahoo.com,Customer 2173,ENG,United Kingdom,42,55.24,FALSE,,
#3520,1/10/25 5:23,,Socks 3-Pack,1,14,0,paid,fulfilled,63,0,6.99,6.55,76.54,USD,taguxorwak173@brand.com,Customer 2173,FL,United States,63,76.54,FALSE,,
#6286,6/26/25 21:15,,Shorts 01,1,35,8.07,paid,fulfilled,151,34.04,0,13.39,130.35,USD,ipeqjjq173@gmail.com,Customer 2173,ENG,United Kingdom,116.96,130.35,FALSE,,
#4548,3/20/25 14:51,4/1/25 14:51,Revive Mask M,1,29,0.36,refunded,fulfilled,161,1.98,0,11.78,0,USD,fynxrhd471@hotmail.com,Customer 1471,WA,United States,159.02,0,FALSE,,
#11766,6/16/25 12:05,,Starter Kit C,1,79,0,paid,fulfilled,79,0,0,6.45,85.45,USD,udmxwxp173@brand.com,Customer 2173,WA,United States,79,85.45,FALSE,,
#11166,3/8/25 0:35,,Repair Eye Gel G,1,45,0,paid,partial,337,0,4.99,30.8,372.79,USD,qgdyqjmip173@yahoo.com,Customer 2173,WA,United States,337,372.79,FALSE,,
#4879,1/15/25 17:03,,Light Jacket 01,2,79,0,paid,fulfilled,203,0,0,18.57,221.57,USD,mvapjnpcc937@gmail.com,Customer 937,TX,United States,203,221.57,FALSE,,
#12170,11/22/24 19:10,,Shorts 01,1,35,1.12,paid,fulfilled,105,3.8,0,19.79,120.99,USD,brytzcb173@gmail.com,Customer 2173,VIC,Australia,101.2,120.99,FALSE,,
#10627,8/18/25 9:18,,Hydra Cream B,3,49,19.77,paid,partial,147,19.77,9.99,11.89,149.11,USD,rfzmjs173@brand.com,Customer 2173,VIC,Australia,127.23,149.11,TRUE,,
#11662,3/26/25 2:17,,Premium Tee 02,2,28,5.16,paid,partial,127,12.15,0,9.78,124.63,USD,dzhohsnwit173@yahoo.com,Customer 2173,IL,United States,114.85,124.63,FALSE,,
#4525,6/9/25 7:04,,Glow Oil L,1,35,0,paid,fulfilled,142,0,0,18.68,160.68,USD,nsylymsw173@brand.com,Customer 2173,ENG,United Kingdom,142,160.68,FALSE,,
#4488,1/13/25 21:45,,Glow Oil L,1,35,0,paid,fulfilled,35,0,6.99,6.47,48.46,USD,vtdostkszz921@yahoo.com,Customer 3921,NSW,Australia,35,48.46,FALSE,,
#9830,7/27/25 22:57,,Light Jacket 01,1,79,10.34,paid,fulfilled,98,12.34,0,7.31,92.97,USD,bbljzzz471@hotmail.com,Customer 1471,BC,Canada,85.66,92.97,FALSE,,
#8715,4/9/25 17:50,,Cap 01,1,19,0,paid,fulfilled,112,0,0,8.37,120.37,USD,gcvpog173@brand.com,Customer 2173,BC,Canada,112,120.37,FALSE,,
#9509,6/15/25 9:44,,Cap 01,2,19,0,paid,fulfilled,143,0,9.99,26.01,179,USD,kmkybkycwt173@yahoo.com,Customer 2173,NSW,Australia,143,179,FALSE,,
#7937,6/12/25 21:26,,Premium Tee 02,1,28,0,paid,fulfilled,28,0,6.99,2.9,37.89,USD,msccmavuz937@hotmail.com,Customer 937,TX,United States,28,37.89,FALSE,,
#6414,6/27/25 20:03,,Glow Oil L,1,35,0,paid,fulfilled,207,0,9.99,39.82,256.81,USD,xueiapp173@gmail.com,Customer 2173,ENG,United Kingdom,207,256.81,FALSE,,
#12564,4/20/25 13:32,,Clarifying Toner X,3,25,6.78,paid,fulfilled,120,10.83,6.99,10.94,127.1,USD,kowqhlnjlw937@brand.com,Customer 937,ON,Canada,109.17,127.1,FALSE,,
#8041,1/3/25 19:39,,Radiance Serum A,1,39,0,paid,fulfilled,39,0,4.99,3.25,47.24,USD,xshgcyis937@yahoo.com,Customer 937,WA,United States,39,47.24,FALSE,,
#5267,5/8/25 18:21,,Leggings 01,1,49,0,paid,fulfilled,49,0,4.99,3.37,57.36,USD,nfqxazoe937@brand.com,Customer 937,TX,United States,49,57.36,FALSE,,
#10644,6/20/25 12:16,,Glow Oil L,1,35,4.52,paid,fulfilled,64,8.45,0,4.72,60.27,USD,cqyuyhnb173@hotmail.com,Customer 2173,TX,United States,55.55,60.27,FALSE,,
#3068,3/4/25 17:25,,Hydra Cream B,2,49,0,paid,fulfilled,214,0,0,14.08,228.08,USD,pyuefisx173@hotmail.com,Customer 2173,CA,United States,214,228.08,FALSE,,
#12354,5/18/25 2:44,,Revive Mask M,1,29,0,paid,fulfilled,164,0,0,24.1,188.1,USD,awszkcvm340@yahoo.com,Customer 3340,VIC,Australia,164,188.1,FALSE,,
#3941,9/30/24 15:18,,Hydra Cream B,2,49,0,paid,unfulfilled,195,0,4.99,14.16,214.15,USD,yujfgl173@hotmail.com,Customer 2173,CA,United States,195,214.15,FALSE,,
#10176,5/21/25 3:21,,Light Jacket 01,1,79,0,paid,fulfilled,315,0,4.99,27.95,347.94,USD,hhsrotmatu820@yahoo.com,Customer 1820,CA,United States,315,347.94,FALSE,,
#2887,1/2/25 9:56,,Classic Tee 01,1,22,0.89,paid,fulfilled,36,1.34,0,3.23,37.89,USD,rbwsck820@hotmail.com,Customer 1820,NSW,Australia,34.66,37.89,FALSE,,
#7581,6/26/25 10:39,,Repair Eye Gel G,1,45,0.16,paid,fulfilled,89,0.37,0,7.42,96.05,USD,qobbgz471@hotmail.com,Customer 1471,WA,United States,88.63,96.05,FALSE,,
#3666,12/4/24 7:53,,Foam Cleanser F,1,21,5.13,paid,fulfilled,21,5.13,0,1.09,16.96,USD,kbzyvk173@yahoo.com,Customer 2173,FL,United States,15.87,16.96,FALSE,,
#10551,1/19/25 1:56,,Repair Eye Gel G,2,45,0,paid,fulfilled,260,0,6.99,34.21,301.2,USD,wyyytkntp173@hotmail.com,Customer 2173,VIC,Australia,260,301.2,FALSE,,
#11046,10/24/24 14:10,,Socks 3-Pack,2,14,9.37,paid,fulfilled,49,15.64,0,5.87,39.23,USD,wghugcxui173@yahoo.com,Customer 2173,NSW,Australia,33.36,39.23,FALSE,,
#7039,3/7/25 6:23,,Classic Tee 01,2,22,0,paid,unfulfilled,131,0,4.99,10.6,146.59,USD,wbecitr173@yahoo.com,Customer 2173,IL,United States,131,146.59,FALSE,,
#6202,3/17/25 0:28,,Hydra Cream B,1,49,0,paid,fulfilled,205,0,4.99,38.63,248.62,USD,nkpfabdiwa173@gmail.com,Customer 2173,NSW,Australia,205,248.62,FALSE,,
#7065,11/20/24 13:46,,Foam Cleanser F,1,21,0,paid,fulfilled,21,0,0,1.96,22.96,USD,thjftutdty340@yahoo.com,Customer 3340,FL,United States,21,22.96,FALSE,,
#12034,11/7/24 7:08,,Shorts 01,1,35,0,paid,fulfilled,35,0,0,2.55,37.55,USD,lughlb173@gmail.com,Customer 2173,BC,Canada,35,37.55,FALSE,,
#7695,12/29/24 11:09,,Repair Eye Gel G,1,45,0,paid,fulfilled,59,0,9.99,6.77,75.76,USD,eyaxlzeo173@yahoo.com,Customer 2173,NSW,Australia,59,75.76,FALSE,,
#6005,12/2/24 1:52,,Foam Cleanser F,2,21,0,paid,fulfilled,202,0,0,19.1,221.1,USD,mstjiri173@hotmail.com,Customer 2173,ON,Canada,202,221.1,FALSE,,
#8957,9/14/24 0:02,,Classic Tee 01,2,22,0,paid,fulfilled,72,0,9.99,6.48,88.47,USD,fzpuube173@brand.com,Customer 2173,FL,United States,72,88.47,FALSE,,
#10106,9/12/24 23:26,,Foam Cleanser F,1,21,0,paid,fulfilled,180,0,4.99,15.21,200.2,USD,lsdbwxai471@gmail.com,Customer 1471,QC,Canada,180,200.2,FALSE,,
#9012,5/30/25 6:03,,Cap 01,2,19,15.52,paid,fulfilled,166,66.68,4.99,9.64,113.95,USD,aoaparxqxm937@yahoo.com,Customer 937,ON,Canada,99.32,113.95,FALSE,,
#11963,10/3/24 5:30,,Starter Kit C,2,79,18.2,paid,fulfilled,378,55.12,6.99,46.06,375.93,USD,irfmgb173@yahoo.com,Customer 2173,VIC,Australia,322.88,375.93,FALSE,,
#2722,7/24/25 18:06,,Radiance Serum A,1,39,5.47,paid,fulfilled,197,26.12,4.99,13.58,189.45,USD,obesgh173@brand.com,Customer 2173,IL,United States,170.88,189.45,FALSE,,
#12571,12/7/24 8:20,,Light Jacket 01,3,79,0,paid,fulfilled,286,0,0,52.74,338.74,USD,xppxqsfokm173@brand.com,Customer 2173,ENG,United Kingdom,286,338.74,FALSE,,
#12602,3/2/25 10:46,,Revive Mask M,1,29,2.44,paid,fulfilled,158,18.38,0,8.42,148.04,USD,znrtmy173@gmail.com,Customer 2173,FL,United States,139.62,148.04,FALSE,,
#9314,9/9/24 15:28,,Hydra Cream B,1,49,0,paid,fulfilled,109,0,6.99,7.57,123.56,USD,swlfxk471@brand.com,Customer 1471,QC,Canada,109,123.56,FALSE,,
#9645,11/20/24 15:14,,Light Jacket 01,1,79,0,paid,fulfilled,79,0,4.99,7.84,91.83,USD,gfhhpd173@yahoo.com,Customer 2173,NY,United States,79,91.83,FALSE,,
#8950,2/20/25 19:43,,Foam Cleanser F,1,21,8.03,paid,fulfilled,40,13.46,6.99,2.12,35.65,USD,gxkgeuamu173@yahoo.com,Customer 2173,TX,United States,26.54,35.65,FALSE,,
#7925,8/22/25 1:59,,Classic Tee 01,2,22,0,paid,unfulfilled,79,0,0,5.18,84.18,USD,hceqsv173@brand.com,Customer 2173,FL,United States,79,84.18,TRUE,,
#11939,11/26/24 21:30,,Shorts 01,1,35,0,paid,unfulfilled,35,0,6.99,3.94,45.93,USD,siwerbk173@yahoo.com,Customer 2173,IL,United States,35,45.93,FALSE,,
#3928,7/31/25 4:50,,Glow Oil L,2,35,0,paid,fulfilled,120,0,4.99,7.83,132.82,USD,dsamfuakns471@yahoo.com,Customer 1471,FL,United States,120,132.82,FALSE,,
#4218,5/4/25 13:53,,Clarifying Toner X,1,25,0,paid,partial,139,0,0,12.63,151.63,USD,ljpddhnsgu173@yahoo.com,Customer 2173,FL,United States,139,151.63,FALSE,,
#3465,10/29/24 11:13,,Starter Kit C,1,79,0,paid,fulfilled,262,0,4.99,20.96,287.95,USD,inyofbxvr937@hotmail.com,Customer 937,BC,Canada,262,287.95,FALSE,,
#6247,2/1/25 22:26,,Clarifying Toner X,1,25,0,paid,fulfilled,131,0,0,17.5,148.5,USD,gwnirvmnz173@yahoo.com,Customer 2173,ENG,United Kingdom,131,148.5,FALSE,,
#7179,3/26/25 15:43,,Hoodie 01,1,55,0,paid,fulfilled,55,0,4.99,5.31,65.3,USD,pydhrq173@gmail.com,Customer 2173,WA,United States,55,65.3,FALSE,,
#9797,5/26/25 0:16,,Radiance Serum A,2,39,0,paid,partial,246,0,9.99,49.78,305.77,USD,chedkfz173@brand.com,Customer 2173,VIC,Australia,246,305.77,FALSE,,
#3467,4/28/25 15:28,,Revive Mask M,1,29,4.42,paid,fulfilled,208,26.56,0,16.89,198.33,USD,zskrfhcc937@yahoo.com,Customer 937,CA,United States,181.44,198.33,FALSE,,
#7810,9/5/24 6:36,,Repair Eye Gel G,1,45,0,refunded,fulfilled,45,0,0,3.43,0,USD,xxsvmzc937@yahoo.com,Customer 937,NY,United States,45,0,FALSE,,
#11800,12/25/24 5:42,,Socks 3-Pack,1,14,2.42,paid,unfulfilled,266,41.17,4.99,21.67,251.49,USD,dfusujns173@yahoo.com,Customer 2173,FL,United States,224.83,251.49,FALSE,,
#4259,6/15/25 10:47,,Starter Kit C,1,79,0,paid,fulfilled,79,0,0,5.27,84.27,USD,pvlpyboq173@hotmail.com,Customer 2173,TX,United States,79,84.27,FALSE,,
#10517,10/9/24 21:34,,Socks 3-Pack,1,14,0,paid,fulfilled,214,0,9.99,20.97,244.96,USD,qhbxylgwpa173@yahoo.com,Customer 2173,FL,United States,214,244.96,FALSE,,
#4239,5/3/25 4:10,,Radiance Serum A,2,39,18.51,paid,fulfilled,78,18.51,4.99,12.33,76.81,USD,jwhanph173@hotmail.com,Customer 2173,NSW,Australia,59.49,76.81,FALSE,,
#9699,1/28/25 10:43,,Shorts 01,1,35,0,paid,fulfilled,125,0,6.99,26.12,158.11,USD,mmweoecwa937@hotmail.com,Customer 937,NSW,Australia,125,158.11,FALSE,,
#4616,8/11/25 7:07,,Foam Cleanser F,1,21,0,paid,unfulfilled,76,0,6.99,7.83,90.82,USD,uzmduht173@yahoo.com,Customer 2173,QC,Canada,76,90.82,TRUE,,
#10124,1/3/25 14:39,,Classic Tee 01,1,22,0,paid,fulfilled,22,0,4.99,4.83,31.82,USD,mhypao937@brand.com,Customer 937,VIC,Australia,22,31.82,FALSE,,
#4367,4/30/25 7:42,,Revive Mask M,1,29,0,paid,partial,29,0,4.99,3.71,37.7,USD,rwfhgxg937@hotmail.com,Customer 937,ENG,United Kingdom,29,37.7,FALSE,,
#5607,4/25/25 22:00,,Leggings 01,1,49,0,paid,fulfilled,144,0,0,25.28,169.28,USD,iknuvslfl937@gmail.com,Customer 937,NSW,Australia,144,169.28,FALSE,,
#5243,9/8/24 4:49,,Foam Cleanser F,1,21,3.56,paid,fulfilled,101,15.43,6.99,8.61,101.17,USD,csuulwym173@brand.com,Customer 2173,ON,Canada,85.57,101.17,FALSE,,
#12351,7/24/25 13:41,,Classic Tee 01,2,22,0,paid,partial,66,0,9.99,5.23,81.22,USD,emdvtqxi471@brand.com,Customer 1471,FL,United States,66,81.22,FALSE,,
#3960,6/21/25 10:58,,Hoodie 01,1,55,0,partially_refunded,partial,55,0,0,4.64,39.82,USD,gixjzcosz937@gmail.com,Customer 937,TX,United States,55,39.82,FALSE,,
#4306,9/12/24 13:11,,Socks 3-Pack,2,14,0,paid,fulfilled,314,0,9.99,56.5,380.49,USD,qgatnusjiv173@hotmail.com,Customer 2173,NSW,Australia,314,380.49,FALSE,,
#9385,6/27/25 5:08,,Leggings 01,1,49,4.28,paid,fulfilled,49,4.28,9.99,3.73,58.44,USD,wdakqhyo330@brand.com,Customer 5330,ON,Canada,44.72,58.44,FALSE,,
#10554,8/14/25 2:43,,Socks 3-Pack,1,14,0,paid,fulfilled,112,0,0,10.09,122.09,USD,ntyuzvyhu471@yahoo.com,Customer 1471,IL,United States,112,122.09,TRUE,,
#10985,5/23/25 15:37,6/1/25 15:37,Socks 3-Pack,1,14,0,refunded,fulfilled,74,0,4.99,15.68,0,USD,tkjqadakgq173@yahoo.com,Customer 2173,ENG,United Kingdom,74,0,FALSE,,
#3520,1/10/25 5:23,,Hydra Cream B,1,49,0,paid,fulfilled,63,0,6.99,6.55,76.54,USD,ivjkjwo173@yahoo.com,Customer 2173,FL,United States,63,76.54,FALSE,,
#12368,11/21/24 20:31,,Starter Kit C,2,79,0,paid,fulfilled,382,0,9.99,30.74,422.73,USD,uadqyrycp173@brand.com,Customer 2173,TX,United States,382,422.73,FALSE,,
#12196,12/29/24 21:49,,Shorts 01,2,35,0,paid,fulfilled,159,0,4.99,13.49,177.48,USD,hkastr173@gmail.com,Customer 2173,NY,United States,159,177.48,FALSE,,
#11643,5/15/25 19:09,,Socks 3-Pack,1,14,1.35,paid,fulfilled,14,1.35,4.99,1.64,19.28,USD,ntuurs173@brand.com,Customer 2173,ON,Canada,12.65,19.28,FALSE,,
#12359,9/12/24 3:23,,Radiance Serum A,1,39,0,paid,fulfilled,116,0,9.99,8.65,134.64,USD,yihciwuxww530@gmail.com,Customer 1530,BC,Canada,116,134.64,FALSE,,
#7000,1/12/25 4:34,,Cap 01,1,19,3.21,paid,fulfilled,19,3.21,0,1.36,17.15,USD,jpnzghbb937@hotmail.com,Customer 937,QC,Canada,15.79,17.15,FALSE,,
#10842,7/3/25 4:25,,Hydra Cream B,1,49,9.26,paid,fulfilled,127,25.44,0,9.01,110.57,USD,ivcutzmwh173@hotmail.com,Customer 2173,VIC,Australia,101.56,110.57,FALSE,,
#10743,4/5/25 2:58,,Radiance Serum A,2,39,10.17,paid,fulfilled,134,16.61,0,8.74,126.13,USD,ggotywbb173@brand.com,Customer 2173,FL,United States,117.39,126.13,FALSE,,
#11268,5/4/25 11:40,,Radiance Serum A,1,39,0,paid,fulfilled,88,0,0,7.47,95.47,USD,xgszgsqjz173@brand.com,Customer 2173,ON,Canada,88,95.47,FALSE,,
#3451,2/2/25 2:41,,Shorts 01,2,35,0,paid,fulfilled,70,0,4.99,5.26,80.25,USD,qcsrnmvrw471@yahoo.com,Customer 1471,ON,Canada,70,80.25,FALSE,,
#10760,6/21/25 21:30,,Cap 01,2,19,0,paid,partial,59,0,0,4.29,63.29,USD,wdnfdxdtz173@brand.com,Customer 2173,FL,United States,59,63.29,FALSE,,
#3161,3/30/25 8:21,,Starter Kit C,3,79,0,paid,fulfilled,237,0,9.99,38.37,285.36,USD,abkpjua173@gmail.com,Customer 2173,VIC,Australia,237,285.36,FALSE,,
#11597,9/25/24 16:47,,Foam Cleanser F,1,21,0,paid,partial,21,0,0,3.39,24.39,USD,manzdutwyq173@hotmail.com,Customer 2173,VIC,Australia,21,24.39,FALSE,,
#3623,4/18/25 5:49,,Socks 3-Pack,1,14,0,paid,fulfilled,36,0,0,2.93,38.93,USD,pjxsonueh937@brand.com,Customer 937,BC,Canada,36,38.93,FALSE,,
#12194,6/27/25 17:42,,Hoodie 01,2,55,6.21,paid,partial,189,10.12,0,12.69,191.57,USD,lxkcmxuzjg173@brand.com,Customer 2173,QC,Canada,178.88,191.57,FALSE,,
#9651,3/9/25 18:05,,Shorts 01,3,35,25.61,paid,fulfilled,144,32.53,4.99,10.71,127.17,USD,jazxidat173@hotmail.com,Customer 2173,NY,United States,111.47,127.17,FALSE,,
#5453,10/24/24 15:04,,Repair Eye Gel G,1,45,1.03,refunded,fulfilled,45,1.03,9.99,7.16,0,USD,yuucukfa173@brand.com,Customer 2173,ENG,United Kingdom,43.97,0,FALSE,,
#10630,11/4/24 14:40,,Shorts 01,1,35,0,paid,fulfilled,57,0,0,10.66,67.66,USD,nvcxbpom810@yahoo.com,Customer 4810,NSW,Australia,57,67.66,FALSE,,
#12365,12/4/24 21:53,,Socks 3-Pack,2,14,4.61,paid,fulfilled,256,45.85,0,32.17,242.32,USD,nmvrmnpo173@hotmail.com,Customer 2173,ENG,United Kingdom,210.15,242.32,FALSE,,
#5612,9/14/24 4:55,,Leggings 01,1,49,18.45,paid,partial,49,18.45,4.99,3.03,38.57,USD,vlgxefwbbm937@gmail.com,Customer 937,QC,Canada,30.55,38.57,FALSE,,
#4858,12/23/24 7:59,,Socks 3-Pack,1,14,0,paid,fulfilled,14,0,0,0.97,14.97,USD,mlpobn173@yahoo.com,Customer 2173,ON,Canada,14,14.97,FALSE,,
#6348,4/11/25 4:38,,Repair Eye Gel G,1,45,0,paid,fulfilled,45,0,0,2.85,47.85,USD,zoydkqz471@brand.com,Customer 1471,CA,United States,45,47.85,FALSE,,
#6851,3/18/25 22:36,,Cap 01,2,19,0.96,paid,fulfilled,108,3.08,0,6.47,111.39,USD,mnxmpifttn173@yahoo.com,Customer 2173,QC,Canada,104.92,111.39,FALSE,,
#8852,6/21/25 2:05,,Light Jacket 01,1,79,0,paid,fulfilled,79,0,4.99,6.25,90.24,USD,ceigbjian173@gmail.com,Customer 2173,IL,United States,79,90.24,FALSE,,
#7977,7/1/25 16:22,,Classic Tee 01,1,22,0,paid,fulfilled,135,0,4.99,11.07,151.06,USD,qohiduep173@gmail.com,Customer 2173,IL,United States,135,151.06,FALSE,,
#5211,5/17/25 20:24,,Clarifying Toner X,2,25,0,refunded,fulfilled,50,0,0,3.55,0,USD,rdmpuucqez173@yahoo.com,Customer 2173,BC,Canada,50,0,FALSE,,
#3470,8/30/24 22:12,,Classic Tee 01,1,22,0,paid,fulfilled,67,0,4.99,6.76,78.75,USD,uhzekzrst471@gmail.com,Customer 1471,ON,Canada,67,78.75,FALSE,,
#11148,8/6/25 2:57,,Leggings 01,2,49,0,paid,fulfilled,137,0,9.99,24.56,171.55,USD,nviejy173@yahoo.com,Customer 2173,NSW,Australia,137,171.55,TRUE,,
#8238,3/18/25 6:04,,Hydra Cream B,1,49,0,paid,fulfilled,119,0,4.99,8.19,132.18,USD,tccsreub173@brand.com,Customer 2173,WA,United States,119,132.18,FALSE,,
#4768,5/25/25 2:37,,Hoodie 01,2,55,0,paid,fulfilled,159,0,6.99,14.16,180.15,USD,mcsyml937@hotmail.com,Customer 937,CA,United States,159,180.15,FALSE,,
#4917,1/24/25 11:15,,Hoodie 01,1,55,0,paid,fulfilled,153,0,0,9.84,162.84,USD,drelhwr937@yahoo.com,Customer 937,IL,United States,153,162.84,FALSE,,
